h,displacement_key,mean_abs_err,max_abs_diff,mean_rel_err
0.18,0|y|+,0.23895414985651064,1.064826855755942,0.8520630100143258
0.18,0|x|-,0.23895508492128498,1.0647787164300548,0.8801671350215744
0.2,1|z|+,0.23961699854220747,1.0689684737491683,1.1171217932481086
0.2,1|y|-,0.23961919840221227,1.0689155916619397,1.020551892372558
0.2,1|x|+,0.23961743429343574,1.0690294141862262,1.1006489372825707
0.2,1|y|+,0.23961744491318784,1.0689676223163096,1.1177129018224705
0.2,1|x|-,0.2396192146246317,1.0690047853512743,1.037675869649411
0.2,1|z|-,0.23961964650814002,1.0689168015624804,1.0215350558005643
0.2,0|y|-,0.2396184643706495,1.068932599218372,1.0303234962921235
0.2,0|x|+,0.23961856542308174,1.0690168359118508,0.991503677711902
0.2,eq,0.04240220565602461,0.3855859283897836,1.9455832484784825
