d,displacement_key,mean_abs_err,max_abs_diff,mean_rel_err
0.0001,eq,0.0005688090287977769,0.007170220230310997,0.002257490363220501
0.001,eq,0.0005722330988083938,0.007289339876903389,0.0023786583596133643
1e-07,eq,0.0005687542836180318,0.0071753058907151335,0.002257586688485139
1e-06,eq,0.000568756226708131,0.007174666034045707,0.0022575969092160316
1e-05,eq,0.000568756226708131,0.007174666034045707,0.0022575969092160316
0.01,eq,0.0005723105832455374,0.007292507154309069,0.0023810966068528736
